100,0.5,0.5,0.2,7086,2.024497747,116,,,,,,
100,0.5,1,0.2,6875,2.368149281,153,,,,,,
100,0.3,1,0.2,6870,2.552317381,156,,,,,,
100,0.3,0.5,0.2,6870,2.609366894,171,,,,,,
100,0.3,0.75,0.2,7076,2.615372419,174,,,,,,
100,0.1,0.75,0.2,6875,2.913295746,194,,,,,,
100,0.1,0.5,0.2,6909,3.437120199,230,,,,,,
100,0.5,0.75,0.2,6870,3.899539232,258,,,,,,
100,0.1,1,0.2,6875,5.089619875,335,,,,,,
100,0.1,0.5,0.2,6859,3.401087523,226,,,,,,
100,0.3,0.5,0.2,6865,3.139850378,201,,,,,,
100,0.1,0.75,0.2,6875,4.900079012,325,,,,,,
100,0.5,0.5,0.2,6875,4.059701681,262,,,,,100,2.884830104
100,0.3,0.75,0.2,6930,1.548405409,102,,,,,250,5.733953317
100,0.3,1,0.2,6950,1.746586323,114,,,,,500,11.08379294
100,0.5,1,0.2,7016,1.963783026,129,,,,,1000,25.34389031
100,0.1,1,0.2,7035,1.951770306,124,,,,,,
100,0.5,0.75,0.2,7086,1.706399441,112,,,,,,
250,0.3,0.5,0.2,6973,3.937574625,105,,,,,,
250,0.5,1,0.2,6951,4.19280529,108,,,,,,
250,0.3,1,0.2,6875,4.855406761,127,,,,,,
250,0.3,0.75,0.2,6982,4.874424219,132,,,,,,
250,0.5,0.5,0.2,6875,5.67915535,150,,,,,,
250,0.5,0.75,0.2,6941,5.755224705,152,,,,,,
250,0.1,1,0.2,6859,5.935388565,158,,,,,,
250,0.1,0.75,0.2,6875,7.36868763,198,,,,,,
250,0.1,0.5,0.2,6875,10.13427281,271,,,,,,
250,0.5,0.5,0.2,6859,4.954006195,131,,,,,,
250,0.1,0.75,0.2,6875,5.922632694,157,,,,,,
250,0.1,1,0.2,6875,5.344851971,142,,,,,,
250,0.3,0.5,0.2,6875,9.673612118,254,,,,,,
250,0.3,1,0.2,6875,5.677153349,148,,,,,,
250,0.5,0.75,0.2,6875,6.159823656,162,,,,,,
250,0.3,0.75,0.2,6930,3.819467545,100,,,,,,
250,0.5,1,0.2,6941,4.710608006,125,,,,,,
250,0.1,0.5,0.2,7005,4.216064215,110,,,,,,
500,0.5,1,0.2,6870,8.10435605,100,,,,,,
500,0.1,0.5,0.2,6870,8.55676055,108,,,,,,
500,0.5,0.75,0.2,6859,9.376719952,113,,,,,,
500,0.1,0.75,0.2,6875,9.348485708,126,,,,,,
500,0.3,0.75,0.2,7179,10.06870198,128,,,,,,
500,0.5,0.5,0.2,6859,9.772871494,129,,,,,,
500,0.3,1,0.2,6870,12.32318997,162,,,,,,
500,0.3,0.5,0.2,6870,13.35211897,175,,,,,,
500,0.1,1,0.2,6859,14.27314305,189,,,,,,
500,0.1,0.75,0.2,6859,11.15179181,144,,,,,,
500,0.1,1,0.2,6859,9.407820463,123,,,,,,
500,0.3,1,0.2,6859,13.16367722,175,,,,,,
500,0.5,0.5,0.2,6870,8.943981171,118,,,,,,
500,0.5,1,0.2,6870,15.75601649,207,,,,,,
500,0.1,0.5,0.2,6875,13.15865493,173,,,,,,
500,0.3,0.5,0.2,6875,11.27999043,148,,,,,,
500,0.3,0.75,0.2,6875,13.91012955,184,,,,,,
500,0.5,0.75,0.2,6875,7.559863091,100,,,,,,
1000,0.3,1,0.2,6859,17.90725493,118,,,,,,
1000,0.5,1,0.2,6859,18.91316843,124,,,,,,
1000,0.5,0.5,0.2,6859,21.71471095,142,,,,,,
1000,0.1,0.5,0.2,6859,21.61562085,143,,,,,,
1000,0.3,0.5,0.2,6859,22.57966232,146,,,,,,
1000,0.1,0.75,0.2,6870,26.15374136,173,,,,,,
1000,0.5,0.75,0.2,6870,26.90141845,176,,,,,,
1000,0.3,0.75,0.2,6875,29.69443345,195,,,,,,
1000,0.1,1,0.2,6930,43.01805234,283,,,,,,
1000,0.1,0.5,0.2,6859,22.96465015,150,,,,,,
1000,0.1,1,0.2,6859,28.14806366,177,,,,,,
1000,0.3,0.5,0.2,6859,21.3621738,139,,,,,,
1000,0.3,0.75,0.2,6859,16.76015306,110,,,,,,
1000,0.5,0.5,0.2,6859,29.03868246,188,,,,,,
1000,0.5,0.75,0.2,6870,22.54848146,148,,,,,,
1000,0.1,0.75,0.2,6875,33.9018414,193,,,,,,
1000,0.3,1,0.2,6875,19.78606176,129,,,,,,
1000,0.5,1,0.2,6875,33.18185472,218,,,,,,
